,product,brand,type,image,highlight,description,spec,delivery,related
https://bot-hive.com/product/fetch-robotics-cartconnect,['Fetch Robotics - Cartconnect'],['Fetch Robotics'],['Industrial Mobile Robots'],['https://files.bot-hive.com/images/bothive/automatedmaterialhandling_cartconnect_warehouseautomation_fetchrobotics_db599ee0-06d0-11eb-9395-4b3db7c90ef5.png?d=232x193&c=cover'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nAutomated Material Handling is Taken to the Next Level with CartConnect \nCartConnect robots autonomously pick up and drop off our FetchCarts to any location within facilities with material handling needs. Multiple sensors ensure CartConnect safely and efficiently navigates between locations, and is able to work safely alongside people, forklifts, and other material handling equipment. CartConnect transports materials within a facility at a speed of up to 1.5 meters per second.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 4 weeks'],"{'0': 'https://bot-hive.com/product/fetch-robotics-freight1500', '1': 'https://bot-hive.com/product/fetch-robotics-tagsurveyor', '2': 'https://bot-hive.com/product/fetch-robotics-hmishelf', '3': 'https://bot-hive.com/product/fetch-robotics-freight100'}"
https://bot-hive.com/product/schunk-pgn-plus-100-1-as,['Schunk - PGN-Plus-100-1-AS'],['Schunk Intec Ltd'],['2 Finger Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0000008_7c10a98c0a_e72ef030-e867-11ea-bf04-c79418ec3294.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nUniversal 2-finger parallel gripper with a high gripping force and high maximum moments due to the use of a multi-tooth guidance.\nOptimal standard solution for many fields of task. For universal use in clean to slightly dirty environments. Special versions available for dirty environments. '],"{'Payload': '3.3kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1kg', 'Repeatability': ' 0.01mm', 'Speed': ' --'}","['Delivery Times: 1 week', 'Price:\n£££']","{'0': 'https://bot-hive.com/product/schunk-pgn-plus-p-50-1-as', '1': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-is', '2': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-as', '3': 'https://bot-hive.com/product/schunk-pgn-plus-50-1-1'}"
https://bot-hive.com/product/schunk-pzv-100,['Schunk - PZV 100'],['Schunk Intec Ltd'],['4 Finger Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0001229_721a64a67d_65cc5b80-f10a-11ea-bdd0-99f7f2120fa7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe multi-finger gripper for task, in which two or three fingers are insufficient. 4-finger centric grippers have advantages over the usual centric grippers, for example when cylindrical work pieces are being stored in tablets. The PZV handles the work pieces in a controlled, process reliable manner despite the interfering contours.']","{'Payload': '9kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1.6kg', 'Repeatability': ' 0.01mm', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-pzv-160', '1': 'https://bot-hive.com/product/schunk-pzv-200', '2': 'https://bot-hive.com/product/schunk-pzv-64', '3': 'https://bot-hive.com/product/schunk-pzv-125'}"
https://bot-hive.com/product/ranmarine-technology-datashark-data-collection,['Ranmarine Technology - Datashark (DATA COLLECTION)'],['RanMarine Technology'],['USVs (Unmanned Surface Vehicles)'],['https://files.bot-hive.com/images/bothive/waste-shark-tech-specs_a9cc3c20-0950-11eb-afce-55938d3536a8.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nDesigned for round-the-clock waste and data collection. Modelled on Planet Earth’s biggest fish, the Whale Shark, our drones are designed to be efficient, long-lived, non-threatening and unobtrusive. With zero greenhouse emissions – our drones act as an intelligent tool to cleaning our waters. ']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/ranmarine-technology-wasteshark-biomass-collection', '1': 'https://bot-hive.com/product/ranmarine-technology-wasteshark-plastic-waste-collection', '2': 'https://bot-hive.com/product/clearpath-robotics-warthog-ugv', '3': 'https://bot-hive.com/product/kongsberg-maritime-sounder'}"
https://bot-hive.com/product/schunk-gsw-v25-snd030,['Schunk - GSW-V25-SND030'],['Schunk Intec Ltd'],['Shaft Interface Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0002267_5d0ed1e45e_68ebe060-f1cd-11ea-b2d5-0d3f754dc6a7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nVacuum gripper for spindle interfaces for handling flat components. Unit for automatic loading and unloading of machining centers by their own axis, which provides compressed air and coolant supply via the tool mounting.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.17kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-150', '1': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-600', '2': 'https://bot-hive.com/product/schunk-gsw-b-50-p', '3': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-220'}"
https://bot-hive.com/product/easymile-ez10,['EasyMile - EZ10'],['EasyMile'],['USVs (Unmanned Surface Vehicles)'],['https://files.bot-hive.com/images/bothive/gen3-1-900x0-c-default_d0c523a0-cb34-11ea-8031-33e0a84623a4.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nBring intelligent, shared transport to your site with the most-deployed driverless shuttle in the world. EZ10 is fully customizable for a range of uses, available in a fleet, and comes with end-to-end service from deployment to support.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/kongsberg-maritime-sounder', '1': 'https://bot-hive.com/product/oceanalpha-m40-1', '2': 'https://bot-hive.com/product/oceanalpha-sl20', '3': 'https://bot-hive.com/product/clearpath-robotics-moose-ugv'}"
https://bot-hive.com/product/yaskawa-ms100ii,['Yaskawa - MS100II'],['Yaskawa Motoman'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/tile_e788b270-bad4-11ea-8806-652e59fe22e9.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nHighly reliable, six-axis MS-series robots are controlled with the DX200 controller, delivering fast and accurate performance for spot welding tasks.']","{'Payload': '100kg', 'Reach': ' 2236cm', 'Axis': ' 6', 'Weight': ' 655kg', 'Repeatability': ' 0.07mm', 'Speed': ' 164mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/yaskawa-gp8', '1': 'https://bot-hive.com/product/yaskawa-mpk50-2', '2': 'https://bot-hive.com/product/yaskawa-mhjf', '3': 'https://bot-hive.com/product/yaskawa-mpl100ii'}"
https://bot-hive.com/product/franka-emika-panda-integrator,['Franka Emika Panda (Integrator)'],['Gimelli Engineering'],['Collaborative Robots'],['https://files.bot-hive.com/images/bothive/panda_cobofact_web-300x300_66e50b50-c5c4-11ea-98c3-89f7482ba1be.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","[""Product Description\nGroundbreaking innovation for cost-efficient and scalable solutions. We redefined robotics with the world's most advanced robotic system Panda Powertool, the fastest selling industry - suited robotic system. Our customers, from SMBs to global enterprises - profit from this novel east - to - use, flexible, cost efficient and scalable solution. ""]","{'Payload': '3kg', 'Reach': ' 855cm', 'Axis': ' 7', 'Weight': ' 17.8kg', 'Repeatability': ' 0.1mm', 'Speed': ' 162.85mm/s'}",['Delivery Times: 8 weeks'],"{'0': 'https://bot-hive.com/product/franka-emika-panda', '1': 'https://bot-hive.com/product/siasun-scr5', '2': 'https://bot-hive.com/product/siasun-gcr5-910', '3': 'https://bot-hive.com/product/siasun-scr3'}"
https://bot-hive.com/product/bettaroe-robotics-wendy-washing-robot,['Bettaroe Robotics - Wendy Washing Robot'],['Bettaroe Robotics'],['Cleaning Robots'],['https://files.bot-hive.com/images/bothive/myci-stroj_fe081280-6172-11eb-89e0-ffb9463201f9.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe revolutionary floor washing solution - Wendy - is the first of its kind to machine wash a floor without any human help. It automatically fills clean water with or without detergent, discharges dirty water and is able to charge automatically. With a 6-hour operation on a single charge, it will allow your cleaning team to achieve better cleaning with significantly less effort. Makes it easier to keep floors clean and safe without human intervention at any time of the day. Laser navigation ensures perfect safety in a variety of environments, from industrial production and storage facilities, hospitals, shopping centers to schools or offices. The Wendy washing robot is autonomous and, after programming, moves independently and avoids obstacles.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 2 weeks'],"{'0': 'https://bot-hive.com/product/bettaroe-robotics-sweeping-robot', '1': 'https://bot-hive.com/product/avidbots-neo-1'}"
https://bot-hive.com/product/clearpath-robotics-turtlebot-2,['Clearpath Robotics - TURTLEBOT 2'],['Clearpath Robotics'],['Mobile Robot With Tracks'],['https://files.bot-hive.com/images/bothive/turtlebot-2-assembled-clearpathrobotics_0b65bc20-fdeb-11ea-bb95-1df72215243d.jpeg?d=232x193&c=cover'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nTurtleBot 2 is the world’s most popular low cost, open source robot for education and research. This second generation personal robot is equipped with a powerful Kobuki robot base, a dual-core netbook, Orbbec Astra Pro Sensor and a gyroscope. All components have been seamlessly integrated to deliver an out-of-the-box development platform. Tap into the thriving open source ROS developer community and get started learning robotics on day one.']","{'Payload': '5kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 6.3kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],{'0': 'https://bot-hive.com/product/clearpath-robotics-dingo'}
https://bot-hive.com/product/schunk-egs-25-n-n-b,['Schunk - EGS 25-N-N-B'],['Schunk Intec Ltd'],['Rotary Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0017524_32ec36d8b7_01529c50-f7f9-11ea-b99b-a1d3edd198a4.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nElectric, 2-finger, parallel gripper swivel module with smoothly running base jaws guidance on roller bearings. Gripping and moving of small to medium-sized work pieces with flexible force and high speed in clean environments, such as assembly, testing, laboratory and pharmaceutical industry.']","{'Payload': '0.15kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.45kg', 'Repeatability': ' 0.02mm', 'Speed': ' --'}",['Delivery Times: 1 week'],{'0': 'https://bot-hive.com/product/schunk-egs-40-n-n-b'}
https://bot-hive.com/product/roeq-s-cart300-1,['ROEQ - S-Cart300'],['ROEQ'],['Mover'],['https://files.bot-hive.com/images/bothive/c3e4e8cb81bd0fcf3e2c8da16b28e2ffed678994_5fb83020-33d1-11eb-982f-4b03fc6fcb72.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe S-Cart300 works without docking stations – picking up and dropping off in free space. It’s suitable for a setup with several carts. You can add rails to transport larger loads.'],"{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/roeq-cart300', '1': 'https://bot-hive.com/product/roeq-tms-c300-ext', '2': 'https://bot-hive.com/product/roeq-tmc300-ext', '3': 'https://bot-hive.com/product/roeq-tmc300'}"
https://bot-hive.com/product/schunk-drg-64-90-as,['Schunk - DRG 64-90-AS'],['Schunk Intec Ltd'],['Angular Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0002231_5d574b6053_6dde6500-ff1c-11ea-a332-cd85ba2b7649.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nSealed 180° angular gripper for the use in contaminated environments. For task requiring a large opening range. Particularly suitable for the use in dirty environments.'],"{'Payload': '2.4kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 1.15kg', 'Repeatability': ' 0.1mm', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-drg-54-90-as', '1': 'https://bot-hive.com/product/schunk-drg-54-90-as-ht', '2': 'https://bot-hive.com/product/schunk-sgb-32', '3': 'https://bot-hive.com/product/schunk-sgb-40'}"
https://bot-hive.com/product/yaskawa-mh215-ii,['Yaskawa - MH215 II'],['Yaskawa Motoman'],['Articulated Robots'],['https://files.bot-hive.com/images/bothive/mh215ii-mh250ii_700_561bbcd0-ff01-11ea-8ac3-4d79a206bf22.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nFrom compact and powerful designs to heavy-duty, extended-reach models, MH-series robots meet a wide range of task requirements. From small parts assembly and machine tending, to heavy-duty handling of large castings and weldments, and more, the MH-series family can benefit a variety of industries.']","{'Payload': '215kg', 'Reach': ' --', 'Axis': ' 6', 'Weight': ' 1140kg', 'Repeatability': ' 0.2mm', 'Speed': ' 102.83mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/yaskawa-mpl100ii', '1': 'https://bot-hive.com/product/yaskawa-gp8', '2': 'https://bot-hive.com/product/yaskawa-mpk50-2', '3': 'https://bot-hive.com/product/yaskawa-mhjf'}"
https://bot-hive.com/product/schunk-gsw-v32-snd080,['Schunk - GSW-V32-SND080'],['Schunk Intec Ltd'],['Shaft Interface Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0002267_5d0ed1e45e_d62107a0-f1cd-11ea-b2d5-0d3f754dc6a7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nVacuum gripper for spindle interfaces for handling flat components. Unit for automatic loading and unloading of machining centers by their own axis, which provides compressed air and coolant supply via the tool mounting.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.3kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-150', '1': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-600', '2': 'https://bot-hive.com/product/schunk-gsw-b-50-p', '3': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-220'}"
https://bot-hive.com/product/clearpath-robotics-jackal-ugv,['Clearpath Robotics - JACKAL UGV'],['Clearpath Robotics'],['USVs (Unmanned Surface Vehicles)'],['https://files.bot-hive.com/images/bothive/jackal_autonomyresearchkit_df814d80-fde6-11ea-bca9-71aa1cca8bd4.png?d=232x193&c=cover'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nJackal is a small, fast, entry-level field robotics research platform. It has an onboard computer, GPS and IMU fully integrated with ROS for out-of-the-box autonomous capability. As with all Clearpath robots, Jackal is plug-and-play compatible with a huge list of robot accessories to quickly expand your research and development.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/clearpath-robotics-moose-ugv', '1': 'https://bot-hive.com/product/clearpath-robotics-husky-ugv', '2': 'https://bot-hive.com/product/clearpath-robotics-warthog-ugv', '3': 'https://bot-hive.com/product/clearpath-robotics-ridgeback'}"
https://bot-hive.com/product/fanuc-paint-mate-200ia5l,['Fanuc - Paint Mate 200iA/5L'],['FANUC UK'],['Paint Robots'],['https://files.bot-hive.com/images/bothive/int-ro-pr-pm2005l-r-1_0f8a3c60-cc02-11ea-ae27-43a84c294042.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nFANUC paint robots are suitable for a wide variety of painting and coating task, offer easy access, optimal work envelopes and maximised throughput. With some models designed to operate in hazardous environments and a wide range of reaches and handling capacities on offer, whatever your painting or dispensing requirements you can be sure there is a model to meet your needs.']","{'Payload': '5kg', 'Reach': ' 892cm', 'Axis': ' 6', 'Weight': ' 37kg', 'Repeatability': ' 0.03mm', 'Speed': ' 405mm/s'}",[],"{'0': 'https://bot-hive.com/product/fanuc-p-350ia45', '1': 'https://bot-hive.com/product/fanuc-p-40ia', '2': 'https://bot-hive.com/product/fanuc-paint-robot-p-250ib15', '3': 'https://bot-hive.com/product/fanuc-p-50ib10l'}"
https://bot-hive.com/product/schunk-pgn-plus-p-80-2-as,['Schunk - PGN-Plus-P 80-2-AS'],['Schunk Intec Ltd'],['2 Finger Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0022377_e08af6c56a_443862d0-e85d-11ea-b616-971ec3fb3084.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nUniversal 2-finger parallel gripper with permanent lubrication, high gripping force, and high maximum moments due to the use of a multi-tooth guidance. \nPneumatic universal gripper for handling of work pieces in universal task. For universal use in clean to slightly dirty environments. Special versions available for dirty environments.']","{'Payload': '5.5kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.63kg', 'Repeatability': ' 0.01mm', 'Speed': ' --'}","['Delivery Times: 1 week', 'Price:\n£££']","{'0': 'https://bot-hive.com/product/schunk-pgn-plus-p-50-1-as', '1': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-is', '2': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-as', '3': 'https://bot-hive.com/product/schunk-pgn-plus-50-1-1'}"
https://bot-hive.com/product/schunk-pgn-plus-50-1-1,['Schunk - PGN-Plus-50-1-IS'],['Schunk Intec Ltd'],['2 Finger Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0000061_50707c8347_1945ecf0-e867-11ea-bf04-c79418ec3294.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nUniversal 2-finger parallel gripper with a high gripping force and high maximum moments due to the use of a multi-tooth guidance.\nOptimal standard solution for many fields of task. For universal use in clean to slightly dirty environments. Special versions available for dirty environments. '],"{'Payload': '0.7kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.21kg', 'Repeatability': ' 0.01mm', 'Speed': ' --'}","['Delivery Times: 1 week', 'Price:\n£££']","{'0': 'https://bot-hive.com/product/schunk-pgn-plus-p-50-1-as', '1': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-is', '2': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-as', '3': 'https://bot-hive.com/product/schunk-pgn-plus-p-80-2-as'}"
https://bot-hive.com/product/denso-hm-4070,['Denso - HM-4070'],['DENSO Robotics'],['SCARA'],['https://files.bot-hive.com/images/bothive/csm_hm-4070-3-e2_g_de4d94fb55_34f64c90-dd6a-11ea-8451-bb54ded9339d.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nThe HM Series have the longest arm reach and carry the greatest payload among 4-axis (SCARA) robots. The lineup offers a variety of models.'],"{'Payload': '10kg', 'Reach': ' 700cm', 'Axis': ' 4', 'Weight': ' 54kg', 'Repeatability': ' 0.02mm', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/denso-hm-4a70', '1': 'https://bot-hive.com/product/denso-hm-4aa0', '2': 'https://bot-hive.com/product/denso-hs045a1-1', '3': 'https://bot-hive.com/product/denso-lph-040a1'}"
https://bot-hive.com/product/sick-lmc1xx-2d-lidar-sensors,['SICK - LMC1xx - 2D LiDAR Sensors'],['SICK'],"['LIDAR, Laser Scanners & Rangefinders']",['https://files.bot-hive.com/images/bothive/im0037865_d4107560-5cb0-11eb-a5cc-d9b13e3db6bb.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nLaser Measurement Certified (LMC) - intelligent and flexible security\n2D LiDAR sensors (2D laser scanners as well) are suitable for performing detection and ranging tasks on surfaces. Regardless of the angle of installation, SICK 2D LiDAR sensors operate with consistent reliability and accuracy, and can be used both indoors and outdoors. For navigation, detection, or measurement: 2D LiDAR sensors supply reliable measurement data for a whole host of tasks.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",[],"{'0': 'https://bot-hive.com/product/sick-tim5xx-2d-lidar-sensors', '1': 'https://bot-hive.com/product/sick-tim2xx-2d-lidar-sensors', '2': 'https://bot-hive.com/product/sick-ld-3d-lidar-sensors', '3': 'https://bot-hive.com/product/sick-mrs1000-3d-lidar-sensors'}"
https://bot-hive.com/product/schunk-gsw-v32-snd030,['Schunk - GSW-V32-SND030'],['Schunk Intec Ltd'],['Shaft Interface Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0002267_5d0ed1e45e_d62107a0-f1cd-11ea-b2d5-0d3f754dc6a7.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nVacuum gripper for spindle interfaces for handling flat components. Unit for automatic loading and unloading of machining centers by their own axis, which provides compressed air and coolant supply via the tool mounting.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 0.24kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 1 week'],"{'0': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-150', '1': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-600', '2': 'https://bot-hive.com/product/schunk-gsw-b-50-p', '3': 'https://bot-hive.com/product/schunk-gsw-b-age-xyz-220'}"
https://bot-hive.com/product/schunk-pgn-plus-300-2-as,['Schunk - PGN-Plus-300-2-AS'],['Schunk Intec Ltd'],['2 Finger Gripper'],['https://files.bot-hive.com/images/bothive/csm_im0000108_cd33f25f57_452dc8e0-e869-11ea-bf04-c79418ec3294.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}",['Product Description\nUniversal 2-finger parallel gripper with a high gripping force and high maximum moments due to the use of a multi-tooth guidance.\nOptimal standard solution for many fields of task. For universal use in clean to slightly dirty environments. Special versions available for dirty environments. '],"{'Payload': '51.5kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 17.2kg', 'Repeatability': ' 0.05mm', 'Speed': ' --'}","['Delivery Times: 1 week', 'Price:\n£££']","{'0': 'https://bot-hive.com/product/schunk-pgn-plus-p-50-1-as', '1': 'https://bot-hive.com/product/schunk-pgn-plus-300-2-is', '2': 'https://bot-hive.com/product/schunk-pgn-plus-50-1-1', '3': 'https://bot-hive.com/product/schunk-pgn-plus-p-80-2-as'}"
https://bot-hive.com/product/visual-components-visual-components-43,['Visual Components - Visual Components 4.3'],['Visual Components'],['Simulation & Modelling Software'],['https://files.bot-hive.com/images/bothive/cover_video_reduced_229c3a80-80d7-11eb-89d5-45c0753f3a46.png?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nThe next generation of 3D manufacturing simulation technology. Designed for manufacturing professionals and built on a powerful, flexible, and scalable platform.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Shipped from: FI'],"{'0': 'https://bot-hive.com/product/logic-design-robologix', '1': 'https://bot-hive.com/product/xcelgo-experior', '2': 'https://bot-hive.com/product/brightmachines-brightware', '3': 'https://bot-hive.com/product/mtab-usa-cimsim'}"
https://bot-hive.com/product/searobotics-tankbug,['SeaRobotics - Tankbug'],['SeaRobotics'],['ROVs (Remote Operated Vehicles)'],['https://files.bot-hive.com/images/bothive/migrationeka8xq_5c734970-cb46-11ea-887a-21c1e78c58a2.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nRedefining Safety, Efficiency & Sustainability.\nOver the years, we have developed a number of innovative Remotely Operated Vehicles (ROVs) designed to inspect and clean underwater surfaces, and this has resulted in the launch of two very specific products that address the challenges of hull husbandry and water tank cleaning.\nDeveloped with safety, efficiency and sustainability top of mind, the SR-HullBUG and the SR-TankBUG offer innovative solutions to the ongoing concerns related to bio fouling and water contamination.']","{'Payload': '--', 'Reach': ' --', 'Axis': ' --', 'Weight': ' --', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 8 weeks'],"{'0': 'https://bot-hive.com/product/sercel-microbs', '1': 'https://bot-hive.com/product/pliant-energy-systems-velox-auvrov', '2': 'https://bot-hive.com/product/smd-cbt2400', '3': 'https://bot-hive.com/product/brokk-brokk-300'}"
https://bot-hive.com/product/clearpath-robotics-boxer,['Clearpath Robotics - BOXER'],['Clearpath Robotics'],['Industrial Mobile Robots'],['https://files.bot-hive.com/images/bothive/boxerugv_menu_15cfab00-fde9-11ea-bca9-71aa1cca8bd4.png?d=232x193&c=cover'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nBoxer is a large indoor robotic platform for prototyping and development of industrial task. Adapted from the OTTO Motors OTTO 100 SDV , Boxer is an industrial-grade mobile robot that’s programmable and easily extensible with additional hardware.']","{'Payload': '100kg', 'Reach': ' --', 'Axis': ' --', 'Weight': ' 127kg', 'Repeatability': ' --', 'Speed': ' --'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/mir-500-1', '1': 'https://bot-hive.com/product/fetch-robotics-freight1500', '2': 'https://bot-hive.com/product/hikrobot-mr-f3-3000-ahi-1', '3': 'https://bot-hive.com/product/mir-100-reseller'}"
https://bot-hive.com/product/nachi-sra120el,['Nachi - SRA120EL'],['Nachi Robotics Systems Inc.'],['Spot Welding Robots'],['https://files.bot-hive.com/images/bothive/sra166-210_5fe201c0-e1ec-11ea-a3ad-73a90656db87.jpeg?d=232x193&c=contain'],"{'Launched in': '', 'Units Sold': '', 'Servicing (Months)': '', 'Programming Level': ''}","['Product Description\nSRA series comes in various payloads from 100 Kg to 250 Kg. Standard floor mount models, invert mount model, long reach models over 3 meters']","{'Payload': '120kg', 'Reach': ' 3099cm', 'Axis': ' 6', 'Weight': ' 985kg', 'Repeatability': ' 0.15mm', 'Speed': ' 162.33mm/s'}",['Delivery Times: 6 weeks'],"{'0': 'https://bot-hive.com/product/nachi-sra166l-1', '1': 'https://bot-hive.com/product/nachi-sra100hb-01', '2': 'https://bot-hive.com/product/nachi-sra100hs-01-1', '3': 'https://bot-hive.com/product/nachi-sra210h-01'}"
